Sentence #,Word,POS,Tag
Sentence: 27,я,_,B-per
NaN,очень,_,O
NaN,рад,_,O
NaN,–,_,O
NaN,забормотал,_,O
NaN,Берлиоз,_,O
NaN,–,_,O
NaN,но,_,O
NaN,право,_,O
NaN,у,_,O
NaN,меня,_,O
NaN,вам,_,O
NaN,будет,_,O
NaN,неудобно,_,O
Sentence: 28,–,_,O
NaN,А,_,O
NaN,дьявола,_,O
NaN,тоже,_,O
NaN,нет,_,O
Sentence: 29,–,_,O
NaN,вдруг,_,O
NaN,весело,_,O
NaN,осведомился,_,O
NaN,больной,_,O
NaN,у,_,O
NaN,Ивана,_,O
NaN,Николаевича,_,O
Sentence: 30,–,_,O
NaN,Не,_,O
NaN,противоречь,_,O
Sentence: 31,–,_,O
NaN,одними,_,O
NaN,губами,_,O
NaN,шепнул,_,O
NaN,Берлиоз,_,O
NaN,обрушиваясь,_,O
NaN,за,_,O
NaN,спину,_,O
NaN,профессора,_,O
NaN,и,_,O
NaN,гримасничая,_,O
Sentence: 32,–,_,O
NaN,Нету,_,O
NaN,никакого,_,O
NaN,дьявола,_,O
Sentence: 33,–,_,O
NaN,растерявшись,_,O
NaN,от,_,O
NaN,всей,_,O
NaN,этой,_,O
NaN,муры,_,O
NaN,вскричал,_,O
NaN,Иван,_,O
NaN,Николаевич,_,O
NaN,не,_,O
NaN,то,_,O
NaN,что,_,O
NaN,нужно,_,O
NaN,–,_,O
NaN,вот,_,O
NaN,наказание,_,O
Sentence: 34,Перестаньте,_,O
NaN,вы,_,O
NaN,психовать,_,O
Sentence: 35,Тут,_,O
NaN,безумный,_,O
NaN,расхохотался,_,O
NaN,так,_,O
NaN,что,_,O
NaN,из,_,O
NaN,липы,_,O
NaN,над,_,O
NaN,головами,_,O
NaN,сидящих,_,O
NaN,выпорхнул,_,O
NaN,воробей,_,O
Sentence: 36,–,_,O
NaN,Ну,_,O
NaN,уж,_,O
NaN,это,_,O
NaN,положительно,_,O
NaN,интересно,_,O
NaN,–,_,O
NaN,трясясь,_,O
NaN,от,_,O
NaN,хохота,_,O
NaN,проговорил,_,O
NaN,профессор,_,O
NaN,–,_,O
NaN,что,_,O
NaN,же,_,O
NaN,это,_,O
NaN,у,_,O
NaN,вас,_,O
NaN,чего,_,O
NaN,ни,_,O
NaN,хватишься,_,O
NaN,ничего,_,O
NaN,нет,_,O
Sentence: 37,–,_,O
NaN,он,_,B-per
NaN,перестал,_,O
NaN,хохотать,_,O
NaN,внезапно,_,O
NaN,и,_,O
NaN,что,_,O
NaN,вполне,_,O
NaN,понятно,_,O
NaN,при,_,O
NaN,душевной,_,O
NaN,болезни,_,O
NaN,после,_,O
NaN,хохота,_,O
NaN,впал,_,O
NaN,в,_,O
NaN,другую,_,O
NaN,крайность,_,O
NaN,–,_,O
NaN,раздражился,_,O
NaN,и,_,O
NaN,крикнул,_,O
NaN,сурово:,_,O
NaN,–,_,O
NaN,Так,_,O
NaN,стало,_,O
NaN,быть,_,O
NaN,тактаки,_,O
NaN,и,_,O
NaN,нету,_,O
Sentence: 38,–,_,O
NaN,Успокойтесь,_,O
NaN,успокойтесь,_,O
NaN,успокойтесь,_,O
NaN,профессор,_,O
NaN,–,_,O
NaN,бормотал,_,O
NaN,Берлиоз,_,O
NaN,опасаясь,_,O
NaN,волновать,_,O
NaN,больного,_,O
NaN,–,_,O
NaN,Позвонить,_,O
Sentence: 39,Ну,_,O
NaN,что,_,O
NaN,же,_,O
NaN,позвоните,_,O
NaN,–,_,O
NaN,печально,_,O
NaN,согласился,_,O
NaN,больной,_,O
NaN,и,_,O
NaN,вдруг,_,O
NaN,страстно,_,O
NaN,попросил:,_,O
NaN,–,_,O
NaN,Но,_,O
NaN,умоляю,_,O
NaN,вас,_,O
NaN,на,_,O
NaN,прощанье,_,O
NaN,поверьте,_,O
NaN,хоть,_,O
NaN,в,_,O
NaN,то,_,O
NaN,что,_,O
NaN,дьявол,_,O
NaN,существует,_,O
Sentence: 40,подмигнув,_,O
NaN,расстроенному,_,O
NaN,поэту,_,O
NaN,которому,_,O
NaN,вовсе,_,O
NaN,не,_,O
NaN,улыбалась,_,O
NaN,мысль,_,O
NaN,караулить,_,O
NaN,сумасшедшего,_,O
NaN,немца,_,O
NaN,А,_,O
NaN,профессор,_,O
NaN,тотчас,_,O
NaN,же,_,O
NaN,как,_,O
NaN,будто,_,O
NaN,выздоровел,_,O
NaN,и,_,O
NaN,посветлел,_,O
Sentence: 41,Тот,_,O
NaN,вздрогнул,_,O
NaN,обернулся,_,O
NaN,но,_,O
NaN,успокоил,_,O
NaN,себя,_,O
NaN,мыслью,_,O
NaN,что,_,O
NaN,его,_,O
NaN,имя,_,O
NaN,и,_,O
NaN,отчество,_,O
NaN,известны,_,O
NaN,профессору,_,O
NaN,также,_,O
NaN,из,_,O
NaN,какихнибудь,_,O
NaN,газет,_,O
Sentence: 42,И,_,O
NaN,опять,_,O
NaN,передернуло,_,O
NaN,Берлиоза,_,O
Sentence: 43,Откуда,_,O
NaN,же,_,O
NaN,сумасшедший,_,O
NaN,знает,_,O
NaN,о,_,O
NaN,существовании,_,O
NaN,Киевского,_,O
NaN,дяди,_,O
Sentence: 44,А,_,O
NaN,ну,_,O
NaN,как,_,O
NaN,документы,_,O
NaN,эти,_,O
NaN,липовые,_,O
Sentence: 45,Ах,_,O
NaN,до,_,O
NaN,чего,_,O
NaN,странный,_,O
NaN,субъект,_,O
Sentence: 46,Звонить,_,O
NaN,звонить,_,O
Sentence: 47,Сейчас,_,O
NaN,же,_,O
NaN,звонить,_,O
Sentence: 48,Его,_,O
NaN,быстро,_,O
NaN,разъяснят,_,O
Sentence: 49,Михаил,_,O
NaN,Александрович,_,O
NaN,так,_,O
NaN,и,_,O
NaN,попятился,_,O
NaN,но,_,O
NaN,утешил,_,O
NaN,себя,_,O
NaN,тем,_,O
NaN,соображением,_,O
NaN,что,_,O
NaN,это,_,O
NaN,глупое,_,O
NaN,совпадение,_,O
NaN,и,_,O
NaN,что,_,O
NaN,вообще,_,O
NaN,сейчас,_,O
NaN,об,_,O
NaN,этом,_,O
NaN,некогда,_,O
NaN,размышлять,_,O
Sentence: 50,Он,_,B-per
NaN,успел,_,O
NaN,повернуться,_,O
NaN,на,_,O
NaN,бок,_,O
NaN,бешеным,_,O
NaN,движением,_,O
NaN,в,_,O
NaN,тот,_,O
NaN,же,_,O
NaN,миг,_,O
NaN,подтянув,_,O
NaN,ноги,_,O
NaN,к,_,O
NaN,животу,_,O
NaN,и,_,O
NaN,повернувшись,_,O
NaN,разглядел,_,O
NaN,несущееся,_,O
NaN,на,_,O
NaN,него,_,O
NaN,с,_,O
NaN,неудержимой,_,O
NaN,силой,_,O
NaN,совершенно,_,O
NaN,белое,_,O
NaN,от,_,O
NaN,ужаса,_,O
NaN,лицо,_,O
NaN,женщинывагоновожатой,_,O
NaN,и,_,O
NaN,ее,_,O
NaN,алую,_,O
NaN,повязку,_,O
Sentence: 51,Тут,_,O
NaN,в,_,O
NaN,мозгу,_,O
NaN,Берлиоза,_,O
NaN,ктото,_,O
NaN,отчаянно,_,O
NaN,крикнул,_,O
NaN,–,_,O
NaN,Неужели,_,O
NaN,а,_,O
NaN,Иван,_,O
NaN,Николаевич,_,O
NaN,как,_,O
NaN,упал,_,O
NaN,на,_,O
NaN,скамейку,_,O
NaN,не,_,O
NaN,добежав,_,O
NaN,до,_,O
NaN,турникета,_,O
NaN,так,_,O
NaN,и,_,O
NaN,остался,_,O
NaN,на,_,O
NaN,ней,_,O
Sentence: 52,Несколько,_,O
NaN,раз,_,O
NaN,он,_,B-per
NaN,пытался,_,O
NaN,подняться,_,O
NaN,но,_,O
NaN,ноги,_,O
NaN,его,_,O
NaN,не,_,O
NaN,слушались,_,O
NaN,–,_,O
NaN,с,_,O
NaN,Бездомным,_,O
NaN,приключилось,_,O
NaN,чтото,_,O
NaN,вроде,_,O
NaN,паралича,_,O
Sentence: 53,Поэт,_,B-per
NaN,бросился,_,O
NaN,бежать,_,O
NaN,к,_,O
NaN,турникету,_,O
NaN,как,_,O
NaN,только,_,O
NaN,услыхал,_,O
NaN,первый,_,O
NaN,вопль,_,O
NaN,и,_,O
NaN,видел,_,O
NaN,как,_,O
NaN,голова,_,O
NaN,подскакивала,_,O
NaN,на,_,O
NaN,мостовой,_,O
Sentence: 54,От,_,O
NaN,этого,_,O
NaN,он,_,B-per
NaN,до,_,O
NaN,того,_,O
NaN,обезумел,_,O
NaN,что,_,O
NaN,упавши,_,O
NaN,на,_,O
NaN,скамью,_,O
NaN,укусил,_,O
NaN,себя,_,O
NaN,за,_,O
NaN,руку,_,O
NaN,до,_,O
NaN,крови,_,O
Sentence: 55,Про,_,O
NaN,сумасшедшего,_,O
NaN,немца,_,O
NaN,он,_,B-per
NaN,конечно,_,O
NaN,забыл,_,O
NaN,и,_,O
NaN,старался,_,O
NaN,понять,_,O
NaN,только,_,O
NaN,одно,_,O
NaN,как,_,O
NaN,это,_,O
NaN,может,_,O
NaN,быть,_,O
NaN,что,_,O
NaN,вот,_,O
NaN,только,_,O
NaN,что,_,O
NaN,он,_,B-per
NaN,говорил,_,O
NaN,с,_,O
NaN,Берлиозом,_,O
NaN,а,_,O
NaN,через,_,O
NaN,минуту,_,O
NaN,–,_,O
NaN,голова,_,O
Sentence: 56,Из,_,O
NaN,всего,_,O
NaN,выкрикнутого,_,O
NaN,женщиной,_,O
NaN,в,_,O
NaN,расстроенный,_,O
NaN,мозг,_,O
NaN,Ивана,_,O
NaN,Николевича,_,O
NaN,вцепилось,_,O
NaN,одно,_,O
NaN,слово:,_,O
NaN,Аннушка,_,O
Sentence: 57,–,_,O
NaN,Аннушка,_,O
Sentence: 58,Аннушка,_,O
Sentence: 59,–,_,O
NaN,забормотал,_,O
NaN,поэт,_,O
NaN,тревожно,_,O
NaN,озираясь,_,O
NaN,–,_,O
NaN,позвольте,_,O
NaN,позвольте,_,O
Sentence: 60,Виноват,_,O
Sentence: 61,Да,_,O
NaN,ведь,_,O
NaN,он,_,B-per
NaN,же,_,O
NaN,сказал,_,O
NaN,что,_,O
NaN,заседание,_,O
NaN,не,_,O
NaN,состоится,_,O
NaN,потому,_,O
NaN,что,_,O
NaN,Аннушка,_,O
NaN,разлила,_,O
NaN,масло,_,O
Sentence: 62,И,_,O
NaN,будьте,_,O
NaN,любезны,_,O
NaN,оно,_,O
NaN,не,_,O
NaN,состоится,_,O
Sentence: 63,Этого,_,O
NaN,мало:,_,O
NaN,он,_,B-per
NaN,прямо,_,O
NaN,сказал,_,O
NaN,что,_,O
NaN,Берлиозу,_,O
NaN,отрежет,_,O
NaN,голову,_,O
NaN,женщина,_,O
Sentence: 64,Да,_,O
NaN,да,_,O
NaN,да,_,O
Sentence: 65,Ведь,_,O
NaN,вожатая,_,O
NaN,была,_,O
NaN,женщина,_,O
Sentence: 66,Что,_,O
NaN,же,_,O
NaN,это,_,O
NaN,такое,_,O
Sentence: 67,А,_,O
Sentence: 68,Тут,_,O
NaN,две,_,O
NaN,мысли,_,O
NaN,пронизали,_,O
NaN,мозг,_,O
NaN,поэта,_,O
Sentence: 69,Первая:,_,O
NaN,Он,_,B-per
NaN,отнюдь,_,O
NaN,не,_,O
NaN,сумасшедший,_,O
Sentence: 70,Все,_,O
NaN,это,_,O
NaN,глупости,_,O
NaN,и,_,O
NaN,вторая:,_,O
NaN,Уж,_,O
NaN,не,_,O
NaN,подстроил,_,O
NaN,ли,_,O
NaN,он,_,B-per
NaN,это,_,O
NaN,сам,_,O
NaN,Но,_,O
NaN,позвольте,_,O
NaN,спросить,_,O
NaN,каким,_,O
NaN,образом,_,O
Sentence: 71,–,_,O
NaN,Э,_,O
NaN,нет,_,O
Sentence: 72,Это,_,O
NaN,мы,_,O
NaN,узнаем,_,O
Sentence: 73,С,_,O
NaN,холодеющим,_,O
NaN,сердцем,_,O
NaN,Иван,_,O
NaN,приблизился,_,O
NaN,к,_,O
NaN,профессору,_,O
NaN,и,_,O
NaN,взглянув,_,O
NaN,ему,_,O
NaN,в,_,O
NaN,лицо,_,O
NaN,убедился,_,O
NaN,в,_,O
NaN,том,_,O
NaN,что,_,O
NaN,никаких,_,O
NaN,признаков,_,O
NaN,сумасшествия,_,O
NaN,нет,_,O
NaN,и,_,O
NaN,не,_,O
NaN,было,_,O
Sentence: 74,Иностранец,_,O
NaN,насупился,_,O
NaN,глянул,_,O
NaN,так,_,O
NaN,как,_,O
NaN,будто,_,O
NaN,впервые,_,O
NaN,видит,_,O
NaN,поэта,_,O
NaN,и,_,O
NaN,ответил,_,O
NaN,неприязненно:,_,O
NaN,–,_,O
NaN,Не,_,O
NaN,притворяйтесь,_,O
Sentence: 75,–,_,O
NaN,грозно,_,O
NaN,сказал,_,O
NaN,Иван,_,O
NaN,и,_,O
NaN,почувствовал,_,O
NaN,холод,_,O
NaN,под,_,O
NaN,ложечкой,_,O
NaN,–,_,O
NaN,вы,_,O
NaN,только,_,O
NaN,что,_,O
NaN,прекрасно,_,O
NaN,говорили,_,O
NaN,порусски,_,O
Sentence: 76,Вы,_,O
NaN,не,_,O
NaN,немец,_,O
NaN,и,_,O
NaN,не,_,O
NaN,профессор,_,O
Sentence: 77,Вы,_,O
NaN,–,_,O
NaN,убийца,_,O
NaN,и,_,O
NaN,шпион,_,O
Sentence: 78,Документы,_,O
Sentence: 79,–,_,O
NaN,яростно,_,O
NaN,крикнул,_,O
NaN,Иван,_,O
Sentence: 80,Загадочный,_,O
NaN,профессор,_,O
NaN,брезгливо,_,O
NaN,скривил,_,O
NaN,и,_,O
NaN,без,_,O
NaN,того,_,O
NaN,кривой,_,O
NaN,рот,_,O
NaN,и,_,O
NaN,пожал,_,O
NaN,плечами,_,O
Sentence: 81,–,_,O
NaN,Гражданин,_,O
Sentence: 82,–,_,O
NaN,опять,_,O
NaN,встрял,_,O
NaN,мерзкий,_,O
NaN,регент,_,O
NaN,–,_,O
NaN,вы,_,O
NaN,что,_,O
NaN,же,_,O
NaN,это,_,O
NaN,волнуете,_,O
NaN,интуриста,_,O
Sentence: 83,За,_,O
NaN,это,_,O
NaN,с,_,O
NaN,вас,_,O
NaN,строжайше,_,O
NaN,спросится,_,O
Sentence: 84,Иван,_,O
NaN,почувствовал,_,O
NaN,что,_,O
NaN,теряется,_,O
Sentence: 85,Задыхаясь,_,O
NaN,он,_,B-per
NaN,обратился,_,O
NaN,к,_,O
NaN,регенту:,_,O
NaN,–,_,O
NaN,Эй,_,O
NaN,гражданин,_,O
NaN,помогите,_,O
NaN,задержать,_,O
NaN,преступника,_,O
Sentence: 86,Вы,_,O
NaN,обязаны,_,O
NaN,это,_,O
NaN,сделать,_,O
Sentence: 87,Регент,_,O
NaN,чрезвычайно,_,O
NaN,оживился,_,O
NaN,вскочил,_,O
NaN,и,_,O
NaN,заорал:,_,O
NaN,–,_,O
NaN,Где,_,O
NaN,твой,_,O
NaN,преступник,_,O
Sentence: 88,Где,_,O
NaN,он,_,B-per
Sentence: 89,Иностранный,_,O
NaN,преступник,_,O
Sentence: 90,–,_,O
NaN,глаза,_,O
NaN,регента,_,O
NaN,радостно,_,O
NaN,заиграли,_,O
NaN,–,_,O
NaN,этот,_,O
Sentence: 91,Ежели,_,O
NaN,он,_,B-per
NaN,преступник,_,O
NaN,то,_,O
NaN,первым,_,O
NaN,долгом,_,O
NaN,следует,_,O
NaN,кричать:,_,O
NaN,Караул,_,O
NaN,А,_,O
NaN,то,_,O
NaN,он,_,B-per
NaN,уйдет,_,O
Sentence: 92,А,_,O
NaN,ну,_,O
NaN,давайте,_,O
NaN,вместе,_,O
Sentence: 93,Разом,_,O
Sentence: 94,–,_,O
NaN,и,_,O
NaN,тут,_,O
NaN,регент,_,O
NaN,разинул,_,O
NaN,пасть,_,O
Sentence: 95,Растерявшийся,_,O
NaN,Иван,_,O
NaN,послушался,_,O
NaN,шуткаря-регента,_,O
NaN,и,_,O
NaN,крикнул,_,O
NaN,караул,_,O
NaN,а,_,O
NaN,регент,_,O
NaN,его,_,O
NaN,надул,_,O
NaN,ничего,_,O
NaN,не,_,O
NaN,крикнул,_,O
Sentence: 96,–,_,O
NaN,А,_,O
NaN,так,_,O
NaN,ты,_,O
NaN,с,_,O
NaN,ним,_,O
NaN,заодно,_,O
Sentence: 97,–,_,O
NaN,впадая,_,O
NaN,в,_,O
NaN,гнев,_,O
NaN,прокричал,_,O
NaN,Иван,_,O
NaN,–,_,O
NaN,ты,_,O
NaN,что,_,O
NaN,же,_,O
NaN,это,_,O
NaN,глумишься,_,O
NaN,надо,_,O
NaN,мной,_,O
Sentence: 98,Пусти,_,O
Sentence: 99,–,_,O
NaN,Ты,_,O
NaN,нарочно,_,O
NaN,под,_,O
NaN,ногами,_,O
NaN,путаешься,_,O
Sentence: 100,–,_,O
NaN,зверея,_,O
NaN,закричал,_,O
NaN,Иван,_,O
NaN,–,_,O
NaN,я,_,B-per
NaN,тебя,_,O
NaN,самого,_,O
NaN,предам,_,O
NaN,в,_,O
NaN,руки,_,O
NaN,милиции,_,O
Sentence: 101,Поведение,_,O
NaN,кота,_,O
NaN,настолько,_,O
NaN,поразило,_,O
NaN,Ивана,_,O
NaN,что,_,O
NaN,он,_,B-per
NaN,в,_,O
NaN,неподвижности,_,O
NaN,застыл,_,O
NaN,у,_,O
NaN,бакалейного,_,O
NaN,магазина,_,O
NaN,на,_,O
NaN,углу,_,O
NaN,и,_,O
NaN,тут,_,O
NaN,вторично,_,O
NaN,но,_,O
NaN,гораздо,_,O
NaN,сильнее,_,O
NaN,был,_,O
NaN,поражен,_,O
NaN,поведением,_,O
NaN,кондукторши,_,O
Sentence: 102,Ни,_,O
NaN,кондукторшу,_,O
NaN,ни,_,O
NaN,пассажиров,_,O
NaN,не,_,O
NaN,поразила,_,O
NaN,самая,_,O
NaN,суть,_,O
NaN,дела:,_,O
NaN,не,_,O
NaN,то,_,O
NaN,что,_,O
NaN,кот,_,O
NaN,лезет,_,O
NaN,в,_,O
NaN,трамвай,_,O
NaN,в,_,O
NaN,чем,_,O
NaN,было,_,O
NaN,бы,_,O
NaN,еще,_,O
NaN,полбеды,_,O
NaN,а,_,O
NaN,то,_,O
NaN,что,_,O
NaN,он,_,B-per
NaN,собирается,_,O
NaN,платить,_,O
Sentence: 103,Как,_,O
NaN,ни,_,O
NaN,был,_,O
NaN,расстроен,_,O
NaN,Иван,_,O
NaN,все,_,O
NaN,же,_,O
NaN,его,_,O
NaN,поражала,_,O
NaN,та,_,O
NaN,сверхъестественная,_,O
NaN,скорость,_,O
NaN,с,_,O
NaN,которой,_,O
NaN,происходила,_,O
NaN,погоня,_,O
Sentence: 104,И,_,O
NaN,вот,_,O
NaN,здесьто,_,O
NaN,Иван,_,O
NaN,Николаевич,_,O
NaN,окончательно,_,O
NaN,потерял,_,O
NaN,того,_,O
NaN,кто,_,O
NaN,был,_,O
NaN,ему,_,O
NaN,так,_,O
NaN,нужен,_,O
Sentence: 105,Профессор,_,O
NaN,исчез,_,O
Sentence: 106,Иван,_,O
NaN,Николаевич,_,O
NaN,смутился,_,O
NaN,но,_,O
NaN,ненадолго,_,O
NaN,потому,_,O
NaN,что,_,O
NaN,вдруг,_,O
NaN,сообразил,_,O
NaN,что,_,O
NaN,профессор,_,O
NaN,непременно,_,O
NaN,должен,_,O
NaN,оказаться,_,O
NaN,в,_,O
NaN,доме,_,O
NaN,N,_,O
NaN,13,_,O
